Studentnummer,Naam,Klas,Mentor,Instelling,Opleiding,crebo,leerweg,cohort,StudentAge,StudentGender,Dropout,Aanmel_aantal,max1studie,absence_unauthorized,absence_authorized,Richting_nan,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,VooroplNiveau_HAVO,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other
100114,Noor Prins,4B,C. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,2.0,0.8,4.1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100115,Emma Hendriks,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,1,0,2.2,0.6,0.5,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100116,Tim Bos,4B,A. Prins,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,1,0,1.2,0.8,6.2,27.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100117,Sophie Hendriks,4B,D. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,1.7,0.2,1.0,16.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100118,Liam de Wit,4B,D. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,20,0,0,1.5,0.1,2.6,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100119,Stijn Smit,4B,F. Hoekstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,0,1.9,0.6,17.1,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100120,Thijs Smits,4B,D. van Dijk,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,1.9,0.6,12.1,7.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100121,Sophie Jansen,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,1.7,0.3,8.5,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100122,Bas Bakker,4B,D. Peters,Da Vinci,Onderwijsassistent,25698,BOL,2025,20,0,0,1.9,0.8,10.8,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100123,Lotte de Graaf,4B,C. de Boer,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,0,3.0,0.1,8.4,25.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100124,Daan Mulder,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,1,0,1.8,0.8,6.9,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100125,Daan Huisman,4B,D. van Dijk,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,1,1,1.6,0.7,12.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100126,Niels de Graaf,4B,B. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,15,1,0,1.3,0.7,4.9,7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100127,Joris Hendriks,4B,D. van Dijk,Da Vinci,Onderwijsassistent,25698,BOL,2025,21,0,0,2.3,0.4,18.8,13.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100128,Jens Bos,4B,B. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,20,0,0,1.2,0.8,36.2,3.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100129,Maud Dijkstra,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,25,0,0,2.2,0.2,25.8,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100130,Eva Prins,4B,D. Peters,Da Vinci,Onderwijsassistent,25698,BOL,2025,15,0,0,2.9,0.6,19.9,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100131,Olaf Dekker,4B,B. de Vries,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,1,0,2.8,0.2,9.2,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100132,Sophie Dekker,4B,C. de Boer,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,2.6,0.1,17.6,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100133,Anna Brouwer,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,0,0,1.6,0.8,9.7,0.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100134,Lieke de Wit,4B,B. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,0,0,1.8,0.4,21.3,0.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100135,Fatima Bakker,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,15,1,0,2.6,0.1,3.1,3.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100136,Tess Brouwer,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,15,0,0,1.5,0.8,21.3,11.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100137,Finn de Graaf,4B,D. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,15,0,0,1.1,0.4,6.6,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100138,Iris Bakker,4B,A. Prins,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,0,0,1.6,0.0,21.7,5.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100139,Sophie van Leeuwen,4B,B. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,0,0,2.9,0.5,13.1,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100140,Lisa Dijkstra,4B,A. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,0,0,1.7,0.1,5.9,5.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100141,Thijs van der Berg,4B,A. Prins,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,1.7,0.3,17.7,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100142,Tess Prins,4B,D. van Dijk,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,1,0,1.1,0.2,7.5,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100143,Lieke Jansen,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,0,1.5,0.8,32.5,5.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100144,Jens Bosch,4B,F. Hoekstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,1,0,2.5,0.9,0.6,8.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100145,Lucas Brouwer,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,0,0,2.5,0.1,8.3,20.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100146,Tess Meijer,4B,D. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,0,1.3,0.4,4.2,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100147,Finn Bosch,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,0,0,1.2,0.6,11.4,4.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100148,Olaf Koster,4B,D. van Dijk,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,1.1,0.8,2.1,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100149,Fatima Smits,4B,A. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,1,0,1.9,0.1,11.1,9.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100150,Jens Hendriks,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,1,2.8,0.1,12.6,2.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100151,Eva Dekker,4B,B. de Vries,Da Vinci,Onderwijsassistent,25698,BOL,2025,15,1,0,1.4,0.1,60.0,2.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100152,Lucas Hoekstra,4B,C. de Boer,Da Vinci,Onderwijsassistent,25698,BOL,2025,20,0,0,2.1,0.3,60.0,13.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100153,Lucas Hoekstra,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,0,0,1.2,0.2,31.5,8.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100154,Olaf Brouwer,4B,A. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,0,0,1.1,0.4,5.4,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100155,Sven de Wit,4B,C. Jansen,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,1,2.3,0.4,17.6,13.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100156,Jens Smit,4B,F. Hoekstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,0,0,2.7,0.5,9.6,7.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100157,Lucas Vos,4B,F. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,1,0,2.7,0.3,3.1,23.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100158,Joris de Groot,4B,B. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,0,1,1.3,0.6,11.8,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100159,Lotte Postma,4B,D. Peters,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,1,0,2.3,0.8,0.5,15.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100160,Anna de Vries,4B,C. de Boer,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,0,1.6,0.1,26.4,6.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100161,Iris van Leeuwen,4B,C. de Boer,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,1,0,2.5,0.9,7.5,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100162,Noor Prins,4B,C. Hendriks,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,0,0,1.2,0.3,8.7,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100163,Stijn van Leeuwen,4B,B. de Vries,Da Vinci,Onderwijsassistent,25698,BOL,2025,19,1,0,1.4,0.2,39.5,18.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100164,Iris Brouwer,4B,C. Dijkstra,Da Vinci,Onderwijsassistent,25698,BOL,2025,16,1,0,1.1,0.3,8.3,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100165,Tess van der Berg,4B,D. van Dijk,Da Vinci,Onderwijsassistent,25698,BOL,2025,18,1,0,1.3,0.3,7.6,6.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100166,Fatima Peters,4B,A. Koster,Da Vinci,Onderwijsassistent,25698,BOL,2025,17,1,0,2.5,0.3,6.1,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100167,Thijs de Graaf,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,2.1,0.4,1.7,0.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100168,Stijn de Wit,4B,C. Jansen,Da Vinci,Tandartsassistent,25699,BOL,2025,16,1,0,1.3,0.9,8.3,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100169,Niels de Graaf,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,2.2,0.5,2.1,37.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100170,Sven Hoekstra,4B,D. Peters,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,2.6,0.7,4.3,13.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100171,Aisha de Graaf,4B,C. de Boer,Da Vinci,Tandartsassistent,25699,BOL,2025,15,0,0,2.4,0.6,3.7,8.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100172,Anna Koster,4B,D. Peters,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,1.4,0.4,17.9,3.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100173,Tim Hoekstra,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,2.4,0.5,6.3,11.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100174,Thijs Brouwer,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,2.2,0.2,5.7,25.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100175,Joris Bos,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,2.4,0.5,34.1,32.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100176,Joris Huisman,4B,F. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,2.9,0.8,3.8,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100177,Bram Hoekstra,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,21,1,0,1.4,0.8,5.1,4.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100178,Joris Hoekstra,4B,C. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,2.3,0.1,1.8,7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100179,Eva Brouwer,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,1.8,0.9,13.7,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100180,Sven van der Berg,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,2.1,0.7,16.9,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100181,Niels Meijer,4B,C. Jansen,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,2.6,0.2,25.7,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100182,Bas Bos,4B,A. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,2.8,0.1,0.1,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100183,Yasmin de Boer,4B,F. Hoekstra,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,2.4,0.0,1.4,1.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100184,Bram Smits,4B,D. van Dijk,Da Vinci,Tandartsassistent,25699,BOL,2025,20,1,0,1.2,0.7,17.0,1.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100185,Noor Brouwer,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,2.5,1.0,33.0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100186,Finn Smits,4B,A. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,1.8,0.5,3.6,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100187,Eva Prins,4B,C. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,16,1,0,2.2,0.2,14.1,8.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100188,Noor Dekker,4B,F. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,2.5,0.7,53.9,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100189,Olaf Bakker,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,16,0,1,1.1,0.5,7.1,9.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100190,Sophie Dijkstra,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,16,1,0,1.2,0.5,2.2,15.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100191,Iris Smit,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,2.4,0.4,6.4,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100192,Finn de Boer,4B,D. Peters,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,3.0,0.5,0.9,4.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100193,Lucas Prins,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,1.7,0.9,17.4,30.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100194,Niels Hendriks,4B,C. Jansen,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,1.4,0.5,1.0,26.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100195,Finn Mulder,4B,A. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,20,1,0,2.1,0.8,16.9,30.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100196,Jens Smit,4B,C. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,1.5,0.1,2.5,16.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100197,Iris de Graaf,4B,D. van Dijk,Da Vinci,Tandartsassistent,25699,BOL,2025,18,1,0,1.9,0.5,14.6,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100198,Maud Jansen,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,1.5,0.9,8.4,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100199,Lisa Mulder,4B,C. Jansen,Da Vinci,Tandartsassistent,25699,BOL,2025,16,0,0,2.3,0.4,4.3,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100200,Jens van der Berg,4B,D. van Dijk,Da Vinci,Tandartsassistent,25699,BOL,2025,16,0,0,2.5,0.5,5.8,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100201,Bram Bosch,4B,F. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,18,1,1,2.9,0.6,1.9,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100202,Mees de Groot,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,16,0,0,1.1,0.4,4.8,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100203,Daan Bosch,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,19,0,0,2.0,0.9,2.5,11.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100204,Niels de Vries,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,1,2.4,0.7,33.2,26.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100205,Mees Dijkstra,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,1.6,0.4,17.9,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100206,Iris Visser,4B,F. Hoekstra,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,1.1,0.9,47.8,5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100207,Aisha de Groot,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,1.4,0.2,32.8,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100208,Mees Brouwer,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,20,1,0,1.9,0.7,12.8,9.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100209,Noor Koster,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,15,0,0,2.0,0.8,8.0,19.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100210,Tess van Dijk,4B,A. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,1.4,0.5,17.3,4.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100211,Anna van Dijk,4B,D. Peters,Da Vinci,Tandartsassistent,25699,BOL,2025,20,1,1,1.0,0.5,29.3,8.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100212,Bram de Vries,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,2.0,0.2,20.1,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100213,Yasmin Postma,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,1.9,0.2,3.7,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100214,Bram van Dijk,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,1.1,0.0,12.7,15.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100215,Sven Bosch,4B,C. Jansen,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,2.8,0.9,12.4,3.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100216,Lieke Bosch,4B,F. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,21,0,1,1.4,0.9,26.2,5.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100217,Sara Smits,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,19,0,0,1.6,0.6,16.7,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100218,Bas Hendriks,4B,D. van Dijk,Da Vinci,Tandartsassistent,25699,BOL,2025,21,0,0,2.0,1.0,27.2,3.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100219,Tim Mulder,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,22,1,0,2.9,0.3,5.0,11.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100220,Olaf Dekker,4B,C. de Boer,Da Vinci,Tandartsassistent,25699,BOL,2025,18,1,0,1.2,0.6,3.1,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100221,Eva Bakker,4B,A. Prins,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,2.5,0.3,3.7,3.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100222,Aisha Bos,4B,C. de Boer,Da Vinci,Tandartsassistent,25699,BOL,2025,18,1,0,1.2,0.1,5.4,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100223,Stijn de Graaf,4B,F. Hoekstra,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,2.6,0.7,4.7,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100224,Mees Smits,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,1.3,0.3,2.2,3.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100225,Olaf Bakker,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,0,0,1.9,0.1,3.5,2.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100226,Fatima Vos,4B,D. Peters,Da Vinci,Tandartsassistent,25699,BOL,2025,15,0,0,1.6,0.6,5.7,15.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100227,Sven Vos,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,1,2.9,0.8,40.1,27.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100228,Yasmin Postma,4B,F. Hoekstra,Da Vinci,Tandartsassistent,25699,BOL,2025,16,0,0,2.9,0.5,6.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100229,Iris Huisman,4B,C. Dijkstra,Da Vinci,Tandartsassistent,25699,BOL,2025,16,1,0,2.3,0.1,21.4,0.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100230,Yasmin van Dijk,4B,B. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,20,1,1,2.1,0.9,15.1,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100231,Tim Dijkstra,4B,A. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,17,0,0,1.2,0.2,18.8,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100232,Lucas van der Berg,4B,D. Peters,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,1.2,0.1,0.5,32.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100233,Finn de Wit,4B,D. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,1.9,0.7,10.4,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100234,Noor Peters,4B,A. Koster,Da Vinci,Tandartsassistent,25699,BOL,2025,20,0,0,1.7,0.3,7.9,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100235,Lisa Brouwer,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,1,0,1.1,0.0,7.8,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100236,Aisha Bosch,4B,C. Hendriks,Da Vinci,Tandartsassistent,25699,BOL,2025,19,0,1,2.1,0.3,12.5,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100237,Iris Mulder,4B,F. Hoekstra,Da Vinci,Tandartsassistent,25699,BOL,2025,17,1,0,1.8,0.7,6.2,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100238,Iris Smits,4B,C. Jansen,Da Vinci,Tandartsassistent,25699,BOL,2025,18,0,0,2.2,0.8,5.9,9.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
100239,Jens Vos,4B,B. de Vries,Da Vinci,Tandartsassistent,25699,BOL,2025,15,1,0,2.2,0.6,7.3,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
