Studentnummer,StudentAge,Dropout,Aanmel_aantal,max1studie,VooroplNiveau_HAVO,ROCMondriaan,VooroplNiveau_MBO,VooroplNiveau_basis,VooroplNiveau_educatie,VooroplNiveau_prak,VooroplNiveau_VMBO_BB,VooroplNiveau_VMBO_GL,VooroplNiveau_VMBO_KB,VooroplNiveau_VMBO_TL,VooroplNiveau_nan,VooroplNiveau_VWOplus,VooroplNiveau_other,Economie,Landbouw,Techniek,DSV,Zorgenwelzijn,Anders,Richting_nan,StudentGender,absence_unauthorized,absence_authorized,Opleiding,Naam,Klas,Mentor
423912,16,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11.0,13.0,Zorg & Welzijn,Aisha Pietersen,2A,dhr. De Groot
424883,15,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0,15.0,Economie,Paolo Noordenbos,1B,dhr. Benjamins
428538,16,0,2.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,7.0,9.0,Zorg & Welzijn,Ali Bos,3B,dhr. Hanna
427990,18,0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25.0,16.0,Economie,Mohammed Jansen,2A,dhr. Benjamins
425287,16,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,20.0,33.0,Zorg & Welzijn,Edith Jansen,1B,dhr. De Groot
420611,17,0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.0,35.0,Economie,Aisha Abu-Hanna,3B,dhr. Hanna
431311,15,0,1.4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35.4,2.5,Kapper,Bianca Demir,1B,mev. Safon
431315,23,0,2.3,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.6,33.8,Kapper,Nour Harris,3A,mev. Smit
431319,16,1,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,32.2,77.8,Kapper,Luuk Dijkstra,4A,mev. Kuiper
431328,25,0,3.1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.8,18.6,Kapper,Elijah Bogaert,1B,dhr. Hanna
431333,25,0,2.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4.3,50.8,Kapper,Sem Bogaert,2B,mev. Smit
431341,19,0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48.3,32.1,Kapper,Dirk Özturk,1B,mev. Safon
431351,18,0,3.7,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33.7,21.0,Kapper,Pieter Jacobs,4A,dhr. Bakker
431358,18,0,3.3,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.8,47.7,Kapper,Bas Wilson,4A,dhr. Hanna
431368,23,0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,16.0,51.3,Kapper,Jesse Clark,1B,mev. Hulsema
431375,22,0,3.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.5,40.6,Kapper,Emma Pham,2B,mev. Smit
431381,23,0,2.8,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59.1,64.5,Kapper,Claire Anderson,2B,dhr. De Groot
431385,16,0,3.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.8,13.2,Kapper,Sandra Van der Linden,4A,mev. Safon
431394,26,0,2.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.5,27.0,Kapper,Zara Blom,2B,dhr. Bakker
431398,16,0,3.7,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.1,17.1,Kapper,Deborah Peters,2A,dhr. Peters
431408,18,0,1.6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,28.0,58.3,Kapper,Floris Dijk,1B,dhr. De Groot
431415,16,0,2.3,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55.4,35.5,Kapper,Rick Williams,1B,dhr. De Groot
431426,16,0,2.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22.7,78.8,Kapper,Hanneke Lopez,3A,mev. Van den Berg
431434,21,0,2.5,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44.1,4.9,Kapper,Martijn Özturk,3B,dhr. De Groot
431435,23,0,3.9,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.5,18.8,Kapper,Olaf Anderson,1B,dhr. Bakker
431439,24,0,2.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.9,21.2,Kapper,Sara Van Beek,2A,mev. Janssen
431450,22,1,2.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30.4,10.6,Kapper,Mohammed Mulder,3B,mev. Kuiper
431454,19,0,3.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.5,65.4,Kapper,Milan Evers,3A,mev. Janssen
431456,19,0,1.5,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.2,68.2,Kapper,Lena Vermeulen,4B,mev. Hulsema
431457,25,1,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,26.5,56.5,Kapper,Ellen Demir,1A,mev. Kuiper
431459,23,0,1.4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.8,68.9,Kapper,Julia Brouwer,3B,mev. Safon
431470,25,0,3.7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55.8,69.2,Kapper,Anna Van Leeuwen,2A,dhr. Hanna
431471,26,0,2.2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.6,56.1,Kapper,Hanneke Bijlsma,4A,dhr. Hoekstra
431472,18,0,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23.9,22.3,Kapper,Thijs Kok,1B,mev. Van den Berg
431477,25,0,3.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15.7,46.4,Kapper,Quincy Blom,3A,dhr. De Groot
431479,20,0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.7,34.9,Kapper,Bram Kooistra,2B,dhr. Mulder
431486,25,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40.0,26.1,Kapper,Marieke Bijlsma,3A,mev. Visser
431489,21,0,3.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,23.0,Kapper,Nicole Dijkstra,4A,mev. Van den Berg
431499,22,0,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,39.5,22.7,Kapper,Hamza Evers,3B,mev. Kuiper
431503,18,1,1.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27.3,70.9,Kapper,Wout Johnson,2B,dhr. Peters
431515,22,1,3.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,46.7,17.5,Kapper,Mehmet Tran,4B,dhr. De Groot
431524,16,0,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53.5,49.0,Kapper,Wendy Willems,4A,dhr. Hoekstra
431533,17,0,3.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29.1,19.1,Kapper,Dennis Dijk,4B,mev. Kuiper
431545,18,0,2.6,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42.4,5.1,Kapper,Kevin Bijlsma,4A,dhr. Mulder
431554,21,0,2.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,52.8,46.1,Kapper,Lars Brown,4B,dhr. De Groot
431560,21,0,3.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,16.4,38.9,Kapper,Tijs Van Beek,4A,dhr. Mulder
431571,26,0,3.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,39.8,6.7,Kapper,Milan Vander,4A,mev. Smit
431579,15,0,2.4,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,57.1,33.7,Kapper,Amira Dijkstra,1B,dhr. Benjamins
431580,20,0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.2,12.2,Kapper,Yasmin Hendriks,2A,dhr. Benjamins
431591,24,0,3.3,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.9,65.5,Kapper,Leila Vander,3A,mev. Kuiper
431601,19,0,3.1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.1,61.8,Kapper,Imani Dijkstra,1B,mev. Van den Berg
431611,20,0,1.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.4,34.7,Kapper,Maya Hermans,3B,mev. Janssen
431619,21,0,1.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26.1,58.5,Kapper,Aisha Taylor,3A,dhr. Mulder
431623,19,0,2.4,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1,14.5,Kapper,Denise Vos,2B,dhr. Mulder
431628,19,0,1.8,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,43.2,39.1,Kapper,Remy Verhoeven,2B,dhr. Peters
431636,22,1,1.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28.4,42.5,Kapper,Floris Smit,4A,dhr. Peters
431645,20,0,1.8,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32.2,61.0,Kapper,Martijn Kok,2A,mev. Safon
431649,19,0,2.6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.6,14.4,Kapper,Bram Wijnands,1A,dhr. Peters
431658,19,0,3.1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,52.4,45.9,Kapper,Julia Van den Berg,4B,dhr. Benjamins
431666,17,0,2.4,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,37.8,4.3,Kapper,Lars Nguyen,2A,mev. Van den Berg
431676,16,0,2.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,22.8,72.7,Kapper,Rick Bosman,3A,dhr. Hoekstra
431686,19,0,3.2,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39.6,12.6,Kapper,Marcus Peters,2A,mev. Visser
431688,15,0,2.4,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.6,5.7,Kapper,Inge Vos,2B,mev. Hulsema
431699,21,0,1.4,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.6,47.6,Kapper,Lena Harris,3A,dhr. Benjamins
431701,26,0,2.5,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.9,25.8,Kapper,Robin Blom,3A,dhr. De Groot
431703,25,0,1.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,45.8,14.0,Kapper,Kim Polat,4B,mev. Hulsema
431706,25,0,2.4,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.6,32.9,Kapper,Cas Van der Linden,4B,mev. Hulsema
431717,23,1,1.8,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,49.5,0.1,Kapper,Daan Kok,4B,dhr. Hanna
431718,23,0,3.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26.3,55.9,Kapper,Lotte Jacobs,1B,dhr. De Groot
431729,26,0,2.7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27.7,9.4,Kapper,Fatima Pietersen,2A,dhr. Benjamins
431741,23,0,2.4,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11.4,48.0,Kapper,Arjan Yilmaz,2A,dhr. Hoekstra
431743,21,0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,39.6,69.2,Kapper,Ali Thomas,4B,mev. Visser
431751,20,0,3.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23.0,68.5,Kapper,Jordan Harris,4A,dhr. De Groot
431757,26,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2.2,40.2,Kapper,Olaf Dijkstra,3B,dhr. Hoekstra
431759,16,1,1.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,46.9,21.2,Kapper,Damian Kok,4A,mev. Janssen
431761,25,0,1.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.2,5.5,Kapper,Tijs White,3A,mev. Safon
431773,21,0,3.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.6,30.0,Kapper,Anna Dekker,2A,mev. Safon
431782,24,0,1.2,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,54.8,11.4,Kapper,Niels Okonkwo,4B,mev. Janssen
431787,19,0,2.4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,56.7,79.0,Kapper,Jeroen De Vries,3A,mev. Janssen
431794,22,0,2.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,34.5,79.4,Kapper,Tijs Arslan,3A,dhr. De Groot
431805,19,0,3.3,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,50.0,72.2,Kapper,Liam Sahin,2B,dhr. Bakker
431811,25,0,3.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54.2,51.7,Kapper,Nour Nguyen,3A,mev. Van den Berg
431819,24,1,1.9,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.4,77.7,Kapper,Lotte Janssen,3A,dhr. Hoekstra
431822,22,0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,58.0,68.8,Kapper,Wout Celik,4A,dhr. Hoekstra
431831,16,1,2.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,35.1,65.8,Kapper,Floris Prins,3B,mev. Kuiper
431842,22,0,2.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42.1,51.9,Kapper,Sophie Özturk,1B,mev. Smit
431843,19,1,3.7,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,44.6,75.7,Kapper,Deepa Van Dijk,4A,dhr. Bakker
431855,21,0,2.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,35.6,Kapper,Lisette Dekker,2B,dhr. Hoekstra
431861,25,0,2.9,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.9,65.9,Kapper,Lotte Harris,1B,mev. Janssen
431865,15,0,1.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.4,17.3,Kapper,Tess Bijlsma,2B,dhr. Mulder
431868,19,0,2.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.9,28.7,Kapper,Kelly Van der Berg,2B,dhr. Bakker
431874,17,1,2.3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.7,47.5,Kapper,Amira Van den Berg,4B,mev. Visser
431878,26,0,2.9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25.6,8.6,Kapper,Tess Taylor,4B,mev. Kuiper
431880,24,1,2.9,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,35.8,23.6,Kapper,Joep Hendriks,4A,mev. Kuiper
431892,25,0,1.6,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.2,33.3,Kapper,Lisette Clark,1B,dhr. Mulder
431899,25,0,3.1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.9,59.6,Kapper,Jesse Brouwer,3B,mev. Van den Berg
431902,24,0,1.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,52.1,57.7,Kapper,Layla Özturk,3A,dhr. Bakker
431907,16,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22.1,61.0,Kapper,Marcus Thomas,2B,mev. Van den Berg
431914,24,1,1.8,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.9,11.5,Kapper,Hanneke Yilmaz,4A,mev. Kuiper
431917,16,0,2.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.6,45.4,Kapper,Bianca Anderson,1B,dhr. De Groot
431920,24,0,3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,45.3,9.1,Kapper,Lisa Leeuw,4A,mev. Kuiper
431925,23,1,2.2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.7,11.0,Kapper,Jeroen Pietersen,3A,mev. Hulsema
431931,15,0,2.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,48.4,5.8,Kapper,Deepa Huisman,1A,dhr. Hanna
431932,16,0,2.7,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.3,26.0,Kapper,Gijs Kooistra,4B,dhr. Hoekstra
431944,16,0,2.8,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20.4,26.6,Kapper,Tarik Vermeulen,2A,mev. Kuiper
431953,23,0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14.2,11.7,Kapper,Anita Williams,2B,mev. Smit
431963,25,0,2.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,40.9,70.6,Kapper,Laura Benali,3B,dhr. Hoekstra
431974,17,0,2.9,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.5,36.9,Kapper,Hamza Hendriks,1A,dhr. De Groot
431980,16,0,2.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,53.8,36.0,Kapper,Pieter Bos,2B,dhr. Mulder
431990,23,0,3.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,38.8,3.1,Kapper,Joep Peters,4B,dhr. Benjamins
431999,20,0,3.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.1,26.4,Kapper,Lotte Kaya,4A,mev. Hulsema
432004,20,0,3.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.7,56.7,Kapper,Sara Aydın,1B,mev. Hulsema
432013,25,0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,31.6,51.7,Kapper,Floris Bijlsma,4A,mev. Visser
432019,20,0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.3,23.7,Metselaar,Zara Okonkwo,1B,mev. Visser
432028,25,0,1.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,54.2,57.7,Metselaar,Fleur Janssen,1A,dhr. Hanna
432034,22,0,3.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.1,72.3,Metselaar,Jade Kaya,2B,dhr. Mulder
432045,22,0,2.5,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,36.3,69.8,Metselaar,Simon Kaya,1A,mev. Janssen
432053,23,0,2.5,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27.0,41.1,Metselaar,Dirk Vermeulen,4A,mev. Kuiper
432057,20,0,2.2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13.5,25.5,Metselaar,Dirk Bakker,1B,dhr. Hoekstra
432069,17,0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26.9,0.4,Metselaar,Bas Visser,1B,dhr. De Groot
432074,17,0,1.3,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.2,63.5,Metselaar,Layla Lammers,4B,mev. Kuiper
432076,24,0,2.7,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.2,45.7,Metselaar,Xavier Smit,2A,mev. Janssen
432087,23,0,2.6,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,52.4,3.5,Metselaar,Lotte Hendriks,4A,dhr. Mulder
432092,20,0,3.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20.0,3.5,Metselaar,Tess Hendriks,3B,dhr. Hoekstra
432103,25,0,3.4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17.6,3.5,Metselaar,Wendy Graaf,2B,dhr. De Groot
432109,23,0,1.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.9,52.5,Metselaar,Mehmet Harris,3A,mev. Kuiper
432115,21,0,2.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,55.5,41.5,Metselaar,Dennis Evers,1B,dhr. Peters
432122,21,0,2.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,36.2,34.1,Metselaar,Zoe Okonkwo,4B,dhr. Mulder
432130,26,0,2.3,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.3,32.5,Metselaar,Shirley Van Leeuwen,2A,dhr. De Groot
432133,15,0,2.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9.2,36.0,Metselaar,Bas Hendriks,3B,dhr. Mulder
432141,24,0,1.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11.2,41.4,Metselaar,Nora Anderson,1B,mev. Hulsema
432146,18,0,4.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.4,57.1,Metselaar,Elijah Kaya,1B,mev. Van den Berg
432157,25,0,1.9,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42.0,13.9,Metselaar,Ahmed Hendriks,3B,mev. Visser
432161,18,0,2.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,59.0,10.4,Metselaar,Tess Willems,1B,mev. Kuiper
432166,26,0,3.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38.5,36.0,Metselaar,Bram Graaf,3B,mev. Smit
432175,17,0,1.2,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.4,56.7,Metselaar,Ellen Thomas,3B,mev. Visser
432180,19,0,2.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.5,46.5,Metselaar,Nour Clark,2A,mev. Janssen
432190,24,1,3.8,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34.3,49.4,Metselaar,Daan Bakker,1A,dhr. Benjamins
432201,25,0,3.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9.5,33.2,Metselaar,Robin Graaf,4B,mev. Safon
432207,20,0,3.6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.7,25.5,Metselaar,Shirley Kooistra,4B,mev. Kuiper
432212,18,1,3.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,54.1,65.1,Metselaar,Joep Dekker,3B,mev. Safon
432215,23,0,2.5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14.4,46.7,Metselaar,Bilal Jacobs,1A,dhr. De Groot
432220,24,0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.9,32.3,Metselaar,Remy Dijk,1A,dhr. Hanna
432221,20,1,2.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.8,9.5,Metselaar,Layla Kaya,1B,dhr. Hanna
432227,23,0,2.5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.0,37.9,Metselaar,Omar Van der Berg,4B,mev. Smit
432237,20,0,2.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30.4,40.8,Metselaar,Hanneke Geerts,4B,dhr. Peters
432247,22,0,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,43.5,55.0,Metselaar,Cas Smit,1A,dhr. Bakker
432255,25,0,3.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37.2,67.3,Metselaar,Floris Aydın,2A,dhr. Hoekstra
432266,15,0,2.3,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30.1,48.9,Metselaar,Imani Van Dijk,4B,dhr. Hoekstra
432278,26,0,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.4,73.0,Metselaar,Nora Taylor,3B,mev. Visser
